order,site_no,site,class,class_a,result,distance_class,size_class,color,note
1차,SY1-1,SY,포장재,플라스틱 음료수병,음료수병,6,3,갈색,
1차,SY1-1,SY,포장재,비닐or과자봉지,비닐봉지,1,3,까만색,클리어화일
1차,SY1-1,SY,포장재,비닐or과자봉지,과자봉지,2,2,,몽쉘통통
1차,SY1-3,SY,기타인공물,나무,각목,3,6,,
1차,SY1-3,SY,기타인공물,나무,각목,3,5,,
1차,SY1-4,SY,포장재,비닐or과자봉지,아이스크림봉지,2,3,,
1차,SY1-4,SY,기타인공물,유리,유리병,3,2,,박카스
1차,SY1-4,SY,포장재,비닐or과자봉지,비닐조각,2,2,투명,
1차,SY1-4,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,흰색,
1차,SY1-4,SY,포장재,비닐or과자봉지,비닐봉지,2,1,투명,
1차,SY1-4,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
1차,SY1-4,SY,포장재,비닐or과자봉지,비닐조각,1,1,투명,
1차,SY1-5,SY,포장재,비닐or과자봉지,비닐,1,3,노란색,
1차,SY1-5,SY,어구,밧줄or끈,밧줄,2,5,,
1차,SY1-5,SY,포장재,비닐or과자봉지,비닐,3,4,푸른색,
1차,SY1-5,SY,포장재,포장용품,노끈,1,3,,
1차,SY1-5,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
1차,SY1-5,SY,포장재,비닐or과자봉지,비닐봉지,2,3,,
1차,SY1-5,SY,포장재,비닐or과자봉지,비닐봉지,1,2,,
1차,SY1-5,SY,포장재,비닐or과자봉지,비닐봉지,4,4,,
1차,SY2-1,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
1차,SY2-1,SY,포장재,플라스틱 음료수병,플라스틱뚜껑,1,2,,
1차,SY2-1,SY,포장재,포장용품,노끈,2,3,하얀색,
1차,SY2-1,SY,포장재,포장용품,노끈,2,2,,
1차,SY2-1,SY,포장재,비닐or과자봉지,비닐봉지,2,4,,
1차,SY2-1,SY,어구,밧줄or끈,밧줄,1,3,,
1차,SY2-1,SY,어구,밧줄or끈,밧줄,1,3,,
1차,SY2-1,SY,어구,밧줄or끈,밧줄,1,3,,
1차,SY2-1,SY,어구,밧줄or끈,밧줄,1,3,,
1차,SY2-1,SY,포장재,비닐or과자봉지,비닐봉지,4,2,,
1차,SY2-1,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
1차,SY2-2,SY,포장재,비닐or과자봉지,과자봉지,3,3,,
1차,SY2-2,SY,어구,EPS조각,EPS조각,2,2,,
1차,SY2-3,SY,어구,밧줄or끈,로프,1,2,,
1차,SY2-3,SY,포장재,비닐or과자봉지,과자봉지,3,2,,
1차,SY2-3,SY,어구,밧줄or끈,로프,1,2,,
1차,SY2-3,SY,포장재,포장용품,노끈,1,2,,
1차,SY2-3,SY,어구,밧줄or끈,밧줄,2,1,,
1차,SY2-3,SY,포장재,포장용품,노끈,1,3,,
1차,SY2-3,SY,어구,EPS조각,EPS조각,1,1,,
1차,SY2-4,SY,포장재,포장용품,포장끈,3,3,붉은색,
1차,SY2-4,SY,어구,EPS조각,EPS조각,1,1,,
1차,SY2-4,SY,어구,밧줄or끈,밧줄,2,3,,
1차,SY2-5,SY,포장재,비닐or과자봉지,비닐봉지,4,2,,
1차,SY2-5,SY,포장재,비닐or과자봉지,비닐봉지,5,4,,
1차,SY2-5,SY,어구,밧줄or끈,밧줄,2,3,,
1차,SY2-5,SY,어구,밧줄or끈,밧줄,1,2,,
1차,SY2-5,SY,어구,밧줄or끈,밧줄,3,2,,
1차,SY3-1,SY,포장재,비닐or과자봉지,비닐봉지,1,2,,
1차,SY3-1,SY,포장재,포장용품,노끈,1,2,,
1차,SY3-1,SY,포장재,비닐or과자봉지,비닐조각,2,2,,
1차,SY3-1,SY,기타인공물,종이,종이컵,1,2,,
1차,SY3-1,SY,포장재,포장용품,노끈,1,2,,
1차,SY3-1,SY,포장재,비닐or과자봉지,비닐,2,2,,
1차,SY3-1,SY,어구,밧줄or끈,로프,1,2,,
1차,SY3-1,SY,어구,밧줄or끈,로프,1,2,,
1차,SY3-1,SY,어구,밧줄or끈,로프,1,2,,
1차,SY3-1,SY,어구,밧줄or끈,로프,1,2,,
1차,SY3-1,SY,어구,밧줄or끈,로프,1,2,,
1차,SY3-1,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
1차,SY3-1,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
1차,SY3-1,SY,포장재,비닐or과자봉지,사탕봉지,2,1,,
1차,SY3-1,SY,포장재,비닐or과자봉지,과자봉지,1,3,,
1차,SY3-2,SY,포장재,포장용품,노끈,1,4,노란색,포장끈
1차,SY3-2,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,3,,
1차,SY3-2,SY,기타인공물,종이,종이컵,1,2,,
1차,SY3-2,SY,포장재,포장용품,노끈,2,3,하얀색,
1차,SY3-2,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,2,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
1차,SY3-2,SY,기타인공물,기타,마스크,1,3,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐,1,3,,포장봉지
1차,SY3-2,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,2,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐조각,2,1,,
1차,SY3-2,SY,포장재,포장용품,포장용기,3,2,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐봉지,2,2,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐봉지,2,2,,
1차,SY3-2,SY,어구,EPS조각,EPS조각,1,1,,
1차,SY3-2,SY,기타플라스틱,플라스틱 용기,다라이,2,3,,딸기바구니
1차,SY3-2,SY,기타플라스틱,플라스틱 용기,컵라면용기,3,2,,
1차,SY3-2,SY,기타인공물,기타,장갑,3,2,,코팅장갑
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐봉지,3,3,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐봉지,3,3,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐봉지,3,3,,
1차,SY3-2,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,1,,
1차,SY3-2,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,1,,
1차,SY3-2,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,1,,
1차,SY3-2,SY,포장재,포장용품,포장끈,5,4,초록색,
1차,SY3-2,SY,어구,EPS조각,EPS조각,2,1,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐봉지,3,1,빨강,
1차,SY3-2,SY,어구,EPS조각,EPS조각,4,1,,
1차,SY3-2,SY,포장재,플라스틱 음료수병,PET병,4,3,,
1차,SY3-2,SY,기타인공물,기타,장갑,4,3,,고무장갑
1차,SY3-2,SY,기타플라스틱,플라스틱 용기,플라스틱용기,6,3,,쌈장통
1차,SY3-2,SY,어구,EPS조각,EPS조각,3,1,,
1차,SY3-2,SY,어구,EPS조각,EPS조각,3,1,,
1차,SY3-2,SY,기타인공물,종이,종이,1,6,,종이박스
1차,SY3-2,SY,포장재,포장용품,노끈,1,3,,
1차,SY3-2,SY,포장재,포장용품,노끈,1,3,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐봉지,1,2,,사과봉지
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐봉지,2,2,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐봉지,2,2,,
1차,SY3-2,SY,포장재,포(마)대자루,포대자루,3,5,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐봉지,3,3,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐,3,2,,
1차,SY3-2,SY,포장재,포(마)대자루,포대자루,3,3,,
1차,SY3-2,SY,포장재,비닐or과자봉지,비닐,4,5,,비닐천막
1차,SY3-2,SY,포장재,플라스틱 음료수병,PET병,5,3,,1.5L
1차,SY3-3,SY,포장재,포(마)대자루,포대자루,5,5,,
1차,SY3-3,SY,어구,부자(기타),부이,2,5,,구형
1차,SY3-3,SY,포장재,플라스틱 음료수병,PET병,3,2,,
1차,SY3-3,SY,포장재,플라스틱 음료수병,병뚜껑,1,1,,
1차,SY3-3,SY,어구,밧줄or끈,로프,1,1,,
1차,SY3-3,SY,어구,밧줄or끈,밧줄,1,1,,
1차,SY3-3,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
1차,SY3-3,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
1차,SY3-3,SY,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
1차,SY3-4,SY,어구,밧줄or끈,로프,2,1,,
1차,SY3-4,SY,포장재,플라스틱 음료수병,라벨지,1,2,,물라벨지
1차,SY3-5,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
1차,SY3-5,SY,포장재,비닐or과자봉지,비닐조각,1,2,,
1차,SY3-5,SY,어구,EPS조각,EPS조각,2,1,,
1차,SY3-5,SY,포장재,비닐or과자봉지,비닐봉지,2,3,검정,
1차,SY3-5,SY,포장재,비닐or과자봉지,비닐조각,1,1,,
1차,SY3-5,SY,기타인공물,나무,각목,2,6,,
1차,SY3-5,SY,기타인공물,나무,나무조각,1,2,,합판
1차,BH1-1,BH,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
1차,BH1-1,BH,포장재,플라스틱 음료수병,PET병,5,3,,1.5L
1차,BH1-4,BH,기타플라스틱,플라스틱 조각or기타,기타플라스틱,4,3,,판상EPSㄱ
1차,BH3-2,BH,포장재,비닐or과자봉지,비닐봉지,3,2,,벵에돔 밑밥봉지
1차,BH3-2,BH,포장재,플라스틱 음료수병,병뚜껑,2,1,,
1차,BH3-2,BH,포장재,비닐or과자봉지,비닐,3,2,,
1차,BH3-3,BH,포장재,비닐or과자봉지,과자봉지,1,2,,
1차,BH3-4,BH,포장재,포장용품,노끈,2,1,,
1차,GJ3-1,GJ,기타플라스틱,플라스틱 조각or기타,빨대,2,2,,두유빨대
1차,GJ3-2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,4,4,,
1차,GJ3-2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,2,,
1차,GJ3-2,GJ,포장재,비닐or과자봉지,비닐,2,1,반투명,
1차,GJ3-2,GJ,기타플라스틱,플라스틱 조각or기타,파이프,2,2,,PVC? 원통형
1차,GJ3-3,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
1차,GJ3-3,GJ,포장재,비닐or과자봉지,비닐,3,4,,
1차,GJ3-3,GJ,기타인공물,고무,고무장갑,2,3,,
1차,GJ3-4,GJ,포장재,비닐or과자봉지,비닐봉지,1,3,,김봉지
1차,GJ3-4,GJ,어구,EPS조각,EPS조각,2,1,,
1차,GJ3-4,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,주황색,
1차,GJ2-1,GJ,포장재,비닐or과자봉지,비닐,1,4,,
1차,GJ2-2,GJ,포장재,플라스틱 음료수병,라벨지,1,2,,
1차,GJ2-2,GJ,포장재,비닐or과자봉지,비닐봉지,2,4,,
1차,GJ2-3,GJ,포장재,비닐or과자봉지,비닐,1,3,,
1차,GJ2-3,GJ,어구,밧줄or끈,밧줄,1,3,,
1차,GJ2-3,GJ,기타플라스틱,플라스틱 용기,컵라면용기,3,2,,
1차,GJ2-3,GJ,포장재,비닐or과자봉지,비닐조각,1,2,,
1차,GJ2-4,GJ,포장재,비닐or과자봉지,사탕봉지,1,1,,
1차,GJ2-5,GJ,어구,밧줄or끈,밧줄,2,2,,
1차,GJ2-5,GJ,포장재,비닐or과자봉지,비닐조각,1,2,,
1차,GJ2-5,GJ,어구,밧줄or끈,로프,1,3,,
1차,GJ1-2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,2,,판상EPS.
1차,GJ1-2,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJ1-2,GJ,기타인공물,나무,나무젓가락,1,2,,
1차,GJ1-2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
1차,GJ1-3,GJ,포장재,비닐or과자봉지,비닐조각,1,1,하얀색,포장비닐
1차,GJ1-3,GJ,어구,밧줄or끈,로프,1,2,흰색+검정,
1차,GJ1-3,GJ,포장재,비닐or과자봉지,비닐조각,1,1,,
1차,GJ1-3,GJ,어구,EPS조각,EPS조각,3,1,,
1차,GJ1-4,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJ1-4,GJ,어구,부자(기타),부이,2,2,파란색,타원형
1차,GJ1-5,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJ1-5,GJ,어구,EPS조각,EPS조각,3,1,,
1차,GJEL1,GJ,어구,밧줄or끈,로프,1,5,,
1차,GJEL1,GJ,포장재,플라스틱 음료수병,라벨지,1,2,,
1차,GJEL1,GJ,포장재,비닐or과자봉지,비닐조각,1,1,,
1차,GJEL1,GJ,어구,EPS조각,EPS조각,4,2,,
1차,GJEL1,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,3,2,,
1차,GJEL1,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,2,,
1차,GJEL2,GJ,포장재,플라스틱 음료수병,PET병,7,2,,
1차,GJEL2,GJ,어구,부자(기타),부이,7,4,검정,
1차,GJEL2,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,2,2,,
1차,GJEL2,GJ,포장재,플라스틱 음료수병,PET병,2,2,,
1차,GJEL2,GJ,포장재,비닐or과자봉지,비닐봉지,2,3,,
1차,GJEL2,GJ,포장재,비닐or과자봉지,비닐봉지,2,3,,
1차,GJEL2,GJ,포장재,플라스틱 음료수병,라벨지,1,2,,
1차,GJEL2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
1차,GJEL2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
1차,GJEL2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
1차,GJEL2,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
1차,GJEL2,GJ,어구,밧줄or끈,로프,3,5,,
1차,GJEL2,GJ,포장재,플라스틱 음료수병,PET병,5,3,,
1차,GJEL2,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL2,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL2,GJ,포장재,비닐or과자봉지,비닐봉지,2,4,,
1차,GJEL3,GJ,포장재,비닐or과자봉지,비닐,3,3,,
1차,GJEL3,GJ,어구,부자(기타),부이,3,2,노란색,
1차,GJEL3,GJ,어구,EPS조각,EPS조각,2,1,,
1차,GJEL3,GJ,어구,EPS조각,EPS조각,3,1,,
1차,GJEL3,GJ,어구,부자(기타),부이,4,2,붉은색,
1차,GJEL3,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,1,,
1차,GJEL3,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,1,,
1차,GJEL3,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,3,1,,
1차,GJEL3,GJ,기타인공물,유리,유리병,3,2,,
1차,GJEL3,GJ,포장재,비닐or과자봉지,과자봉지,2,2,,
1차,GJEL3,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
1차,GJEL3,GJ,포장재,비닐or과자봉지,비닐,2,1,,
1차,GJEL3,GJ,포장재,비닐or과자봉지,비닐,4,3,,
1차,GJEL3,GJ,포장재,비닐or과자봉지,과자봉지,1,2,,
1차,GJEL3,GJ,포장재,비닐or과자봉지,비닐,2,1,,
1차,GJEL4,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,2,,
1차,GJEL4,GJ,어구,밧줄or끈,끈,1,1,,
1차,GJEL4,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
1차,GJEL4,GJ,기타인공물,기타,기타,1,3,,인형
1차,GJEL4,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
1차,GJEL4,GJ,어구,밧줄or끈,로프,4,6,,
1차,GJEL4,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,1,2,,치킨무통
1차,GJEL4,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
1차,GJEL4,GJ,어구,밧줄or끈,로프,2,1,,
1차,GJEL4,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,1,,
1차,GJEL4,GJ,포장재,플라스틱 음료수병,음료수병,5,2,,
1차,GJEL4,GJ,포장재,플라스틱 음료수병,PET병,3,2,,500ml
1차,GJEL4,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,2,2,,
1차,GJEL4,GJ,기타인공물,종이,종이컵,1,2,,
1차,GJEL4,GJ,포장재,플라스틱 음료수병,음료수병,2,2,,커피컵 편의점 바리스타
1차,GJEL4,GJ,포장재,비닐or과자봉지,비닐,1,4,,
1차,GJEL4,GJ,포장재,비닐or과자봉지,비닐,1,2,,
1차,GJEL5,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
1차,GJEL5,GJ,어구,낚시찌,낚시찌,1,2,,루어
1차,GJEL5,GJ,포장재,비닐or과자봉지,비닐,1,3,,
1차,GJEL5,GJ,포장재,비닐or과자봉지,비닐조각,1,1,,
1차,GJEL5,GJ,포장재,플라스틱 음료수병,병뚜껑,1,1,,
1차,GJEL5,GJ,어구,밧줄or끈,로프,1,2,,
1차,GJEL5,GJ,포장재,비닐or과자봉지,비닐봉지,2,2,,
1차,GJEL5,GJ,포장재,비닐or과자봉지,비닐봉지,2,2,,
1차,GJEL5,GJ,포장재,비닐or과자봉지,비닐봉지,2,2,,
1차,GJEL5,GJ,포장재,비닐or과자봉지,비닐,1,1,,
1차,GJEL5,GJ,어구,밧줄or끈,로프,2,2,,
1차,GJEL5,GJ,포장재,비닐or과자봉지,비닐,2,2,,
1차,GJEL5,GJ,포장재,비닐or과자봉지,비닐,1,1,노란색,
1차,GJEL5,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL5,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL5,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL5,GJ,어구,밧줄or끈,로프,1,3,,
1차,GJEL5,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL5,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL5,GJ,기타플라스틱,플라스틱 조각or기타,파이프,3,5,,PVC
1차,GJEL6,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐봉지,1,2,,김봉지
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐조각,1,1,,
1차,GJEL6,GJ,기타플라스틱,플라스틱 용기,바케스,2,4,,페인트통 원통형
1차,GJEL6,GJ,포장재,플라스틱 음료수병,라벨지,1,3,,
1차,GJEL6,GJ,기타인공물,기타,마스크,2,3,,
1차,GJEL6,GJ,어구,밧줄or끈,로프,2,3,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,2,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,2,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,과자봉지,2,2,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,3,,
1차,GJEL6,GJ,기타인공물,종이,우유팩,2,1,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,1,2,,
1차,GJEL6,GJ,기타인공물,기타,마스크,1,3,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,1,2,,
1차,GJEL6,GJ,기타인공물,기타,마스크,2,3,,
1차,GJEL6,GJ,기타인공물,종이,종이컵,1,1,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,1,3,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐봉지,3,2,,라면봉지
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,3,3,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,3,3,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,2,,
1차,GJEL6,GJ,어구,밧줄or끈,로프,2,5,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,1,,
1차,GJEL6,GJ,포장재,플라스틱 음료수병,PET병,2,3,,1L
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,1,3,,
1차,GJEL6,GJ,기타인공물,기타,기타,1,2,,아이스팩
1차,GJEL6,GJ,포장재,플라스틱 음료수병,PET병,2,2,,500ml
1차,GJEL6,GJ,기타인공물,유리,유리,3,1,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,2,,
1차,GJEL6,GJ,포장재,플라스틱 음료수병,PET병,2,3,,
1차,GJEL6,GJ,기타인공물,기타,장갑,2,2,,
1차,GJEL6,GJ,기타인공물,기타,장갑,3,2,,
1차,GJEL6,GJ,어구,밧줄or끈,로프,2,3,,
1차,GJEL6,GJ,기타인공물,고무,고무장갑,1,3,,
1차,GJEL6,GJ,기타인공물,기타,마스크,1,3,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,2,,
1차,GJEL6,GJ,기타인공물,기타,마스크,1,3,,
1차,GJEL6,GJ,포장재,포(마)대자루,포대자루,4,5,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,1,2,,
1차,GJEL6,GJ,포장재,플라스틱 음료수병,PET병,1,3,,1.5L
1차,GJEL6,GJ,포장재,포(마)대자루,포대자루,2,5,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,3,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,1,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,1,,
1차,GJEL6,GJ,어구,EPS조각,EPS조각,2,1,,
1차,GJEL6,GJ,포장재,포(마)대자루,포대자루,3,5,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,1,1,,
1차,GJEL6,GJ,어구,밧줄or끈,로프,2,3,,
1차,GJEL6,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,2,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,1,3,,
1차,GJEL6,GJ,기타인공물,기타,마스크,2,3,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐조각,1,1,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,3,,
1차,GJEL6,GJ,기타플라스틱,플라스틱 용기,컵라면용기,1,2,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,1,1,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,1,1,,
1차,GJEL6,GJ,포장재,플라스틱 음료수병,음료수병,1,2,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,3,2,,
1차,GJEL6,GJ,기타플라스틱,플라스틱 용기,바케스,5,5,,
1차,GJEL6,GJ,포장재,플라스틱 음료수병,PET병,5,3,,
1차,GJEL6,GJ,어구,부자(기타),부이,3,4,검정색,구형
1차,GJEL6,GJ,어구,EPS조각,EPS조각,3,2,,
1차,GJEL6,GJ,어구,EPS조각,EPS조각,2,1,,
1차,GJEL6,GJ,기타인공물,유리,유리병,4,2,,
1차,GJEL6,GJ,어구,EPS조각,EPS조각,2,2,,
1차,GJEL6,GJ,어구,EPS조각,EPS조각,2,1,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,4,3,,
1차,GJEL6,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,4,3,,
1차,GJEL6,GJ,포장재,플라스틱 음료수병,PET병,2,3,,
1차,GJEL6,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL6,GJ,어구,EPS조각,EPS조각,2,1,,
1차,GJEL6,GJ,어구,EPS조각,EPS조각,2,1,,
1차,GJEL6,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL6,GJ,포장재,플라스틱 음료수병,PET병,4,3,,
1차,GJEL6,GJ,포장재,비닐or과자봉지,비닐,2,3,,
1차,GJEL6,GJ,어구,부자(기타),부이,6,4,,
1차,GJEL6,GJ,어구,EPS조각,EPS조각,3,3,,
1차,GJEL7,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL7,GJ,기타인공물,음료수캔,음료수캔,6,2,,
1차,GJEL7,GJ,포장재,플라스틱 음료수병,PET병,6,3,,
1차,GJEL7,GJ,포장재,플라스틱 음료수병,병뚜껑,3,1,,
1차,GJEL7,GJ,어구,부자(EPS),EPS부자,7,3,,
1차,GJEL7,GJ,어구,EPS조각,EPS조각,1,2,,
1차,GJEL7,GJ,포장재,플라스틱 음료수병,PET병,4,3,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,3,3,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,1,1,,
1차,GJEL7,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL7,GJ,포장재,플라스틱 음료수병,병뚜껑,1,1,,
1차,GJEL7,GJ,어구,밧줄or끈,로프,1,1,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,2,2,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,1,2,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,1,3,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,1,3,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,2,3,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,2,3,,
1차,GJEL7,GJ,포장재,포(마)대자루,마대자루,2,4,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,2,2,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,1,1,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,2,2,,
1차,GJEL7,GJ,포장재,비닐or과자봉지,비닐,1,2,,
1차,GJEL7,GJ,포장재,플라스틱 음료수병,PET병,3,3,,500ML
1차,GJEL7,GJ,기타플라스틱,플라스틱 용기,플라스틱용기,7,4,,
1차,GJEL8,GJ,포장재,플라스틱 음료수병,PET병,7,3,,
1차,GJEL8,GJ,포장재,플라스틱 음료수병,PET병,6,3,,
1차,GJEL8,GJ,포장재,비닐or과자봉지,비닐,1,2,,
1차,GJEL8,GJ,포장재,비닐or과자봉지,비닐,1,1,,
1차,GJEL8,GJ,포장재,비닐or과자봉지,비닐,1,2,,
1차,GJEL8,GJ,포장재,비닐or과자봉지,비닐,2,2,,
1차,GJEL8,GJ,기타인공물,기타,마스크,2,2,,
1차,GJEL8,GJ,기타플라스틱,플라스틱 조각or기타,플라스틱조각,1,1,,
1차,GJEL8,GJ,어구,EPS조각,EPS조각,6,3,,
1차,GJEL8,GJ,어구,부자(EPS),EPS부자,1,4,,
1차,GJEL8,GJ,어구,EPS조각,EPS조각,2,2,,
1차,GJEL8,GJ,포장재,비닐or과자봉지,비닐,1,1,,
1차,GJEL8,GJ,어구,EPS조각,EPS조각,4,4,,
1차,GJEL8,GJ,포장재,비닐or과자봉지,비닐,1,1,,
1차,GJEL8,GJ,포장재,플라스틱 음료수병,PET병,7,3,,
1차,GJEL8,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL8,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL8,GJ,어구,EPS조각,EPS조각,1,1,,
1차,GJEL9,GJ,어구,EPS조각,EPS조각,2,1,,
1차,GJEL9,GJ,포장재,플라스틱 음료수병,PET병,6,4,,
